"Time (s)","Sound pressure level (dB)"
2.988076185E2,5.728347854E1
2.989141543E2,5.856914861E1
2.990166553E2,5.811824669E1
2.991209371E2,5.824326173E1
2.992252228E2,5.954358502E1
2.993295661E2,5.875115766E1
2.994318501E2,5.794165598E1
2.995339875E2,5.839497764E1
2.996382816E2,5.685711150E1
2.997447073E2,5.868149748E1
2.998510429E2,5.931141118E1
2.999527472E2,5.958784341E1
3.000592158E2,5.825565829E1
3.001657100E2,5.935389644E1
3.002682218E2,5.813669710E1
3.003699619E2,5.782267328E1
3.004764503E2,5.820076750E1
3.005829547E2,5.754155327E1
3.006853986E2,5.617810850E1
3.007871241E2,5.744386209E1
3.008938916E2,5.753715345E1
3.010003574E2,5.984926759E1
3.011026420E2,5.676102862E1
3.012043460E2,5.759001370E1
3.013109204E2,5.700188510E1
3.014144911E2,5.942033588E1
3.015179663E2,5.841978061E1
3.016199134E2,5.668785617E1
3.017216672E2,5.807772678E1
3.018284729E2,5.768769851E1
3.019318574E2,5.755854258E1
3.020352055E2,5.902568859E1
3.021372524E2,5.686149799E1
3.022389680E2,5.793249988E1
3.023454246E2,5.718073750E1
3.024505795E2,5.723377798E1
3.025525451E2,5.807829799E1
3.026545809E2,5.740898796E1
3.027562658E2,5.724345860E1
3.028627207E2,5.728045145E1
3.029692195E2,5.665977453E1
3.030717900E2,5.682303525E1
3.031735004E2,5.809208623E1
3.032799779E2,5.762819883E1
3.033864228E2,5.822597020E1
3.034889568E2,5.909460929E1
3.035907202E2,5.885626456E1
3.036972922E2,5.738027760E1
3.038038407E2,5.837578643E1
3.039062148E2,5.829270868E1
3.040078926E2,5.933565127E1
3.041145183E2,6.051473163E1
3.042184810E2,5.960742574E1
3.043215170E2,5.692348224E1
3.044235234E2,5.749764980E1
3.045252216E2,5.776742733E1
3.046317362E2,5.749900486E1
3.047355906E2,5.773712066E1
3.048386213E2,5.645854279E1
3.049406321E2,5.752974092E1
3.050445228E2,5.774401367E1
3.051503393E2,5.784322024E1
3.052560362E2,5.856158619E1
3.053580119E2,5.707720734E1
3.054597112E2,5.813920543E1
3.055613435E2,5.756631506E1
3.056639205E2,5.907818949E1
3.057706824E2,5.714524299E1
3.058734225E2,5.644434761E1
3.059754794E2,5.861628091E1
3.060811190E2,5.891002624E1
3.061876023E2,5.726897130E1
3.062907017E2,5.728982958E1
3.063926536E2,5.646863684E1
3.064943743E2,5.769263833E1
3.066008434E2,5.805397955E1
3.067073752E2,5.717213400E1
3.068098635E2,5.702800715E1
3.069115706E2,5.874881378E1
3.070136025E2,5.758918710E1
3.071173815E2,5.751712790E1
3.072239241E2,5.664938411E1
3.073270966E2,5.721680433E1
3.074288852E2,5.775233864E1
3.075317518E2,5.754725931E1
3.076375206E2,5.651659711E1
3.077423832E2,5.797506370E1
3.078444331E2,5.767025182E1
3.079505904E2,5.775599118E1
3.080571753E2,5.718987180E1
3.081596741E2,5.828057473E1
3.082616816E2,5.874831854E1
3.083634325E2,6.085602113E1
3.084652540E2,5.922751020E1
3.085717692E2,5.847140556E1
3.086769929E2,5.742129262E1
3.087789113E2,5.855842460E1
3.088806361E2,5.771779651E1
3.089870761E2,5.838318521E1
3.090936037E2,5.860659819E1
3.091960642E2,5.842563974E1
3.092977877E2,5.811092922E1
3.094043778E2,5.677913767E1
3.095109120E2,5.897511643E1
3.096132871E2,5.794889692E1
3.097149228E2,5.784988635E1
3.098169100E2,5.740419661E1
3.099234946E2,6.016762581E1
3.100283612E2,5.708691117E1
3.101304699E2,5.806485985E1
3.102321248E2,5.861198391E1
3.103385750E2,5.738451718E1
3.104450941E2,5.714990001E1
3.105505872E2,5.524964901E1
3.106570803E2,5.645315948E1
3.107625690E2,5.737386996E1
3.108647319E2,5.808202566E1
3.109663272E2,5.829614090E1
3.110729043E2,5.770094322E1
3.111793885E2,5.899262307E1
3.112819960E2,5.904902760E1
3.113836473E2,5.634103975E1
3.114901894E2,5.775004261E1
3.115918949E2,5.807381951E1
3.116972096E2,5.732944257E1
3.117992408E2,5.713759666E1
3.119009836E2,5.717939245E1
3.120033190E2,5.788473617E1
3.121051935E2,5.773616912E1
3.122116515E2,5.808357071E1
3.123147293E2,5.643364696E1
3.124166281E2,5.630417226E1
3.125183992E2,5.704937528E1
3.126248808E2,5.771020900E1
3.127313622E2,5.660543994E1
3.128337543E2,5.704635039E1
3.129356042E2,5.768285631E1
3.130421375E2,5.721996186E1
3.131486187E2,5.833783949E1
3.132509587E2,5.819780908E1
3.133527999E2,5.781109684E1
3.134592183E2,5.763715113E1
3.135657614E2,5.723022148E1
3.136681602E2,5.777284942E1
3.137699903E2,5.838072885E1
3.138764931E2,5.889667584E1
3.139830461E2,5.778472801E1
3.140853908E2,5.747009189E1
3.141871864E2,5.663394121E1
3.142901619E2,5.770775568E1
3.143918613E2,5.818182104E1
3.144983828E2,5.809892277E1
3.146008736E2,5.753274004E1
3.147028665E2,5.752408148E1
3.148046333E2,5.783076801E1
3.149111774E2,5.769835529E1
3.150177136E2,5.933975703E1
3.151200326E2,6.004028132E1
3.152217520E2,5.952762335E1
3.153274480E2,5.891215248E1
3.154288551E2,5.788176985E1
3.155354450E2,5.797472545E1
3.156373407E2,5.743721588E1
3.157391038E2,5.656736177E1
3.158452033E2,5.811431129E1
3.159505792E2,5.748645916E1
3.160526417E2,6.366490570E1
3.161546907E2,5.824794036E1
3.162564354E2,5.830381943E1
3.163629217E2,5.858771052E1
3.164694291E2,5.638698662E1
3.165718653E2,5.771197332E1
3.166736442E2,5.926583540E1
3.167801542E2,6.043163922E1
3.168866483E2,5.906633636E1
3.169890454E2,5.899061787E1
3.170908430E2,5.894003661E1
3.171956159E2,5.802197494E1
3.173022338E2,5.851536006E1
3.174044313E2,5.849434573E1
3.175064725E2,5.925870064E1
3.176081420E2,5.825845686E1
3.177129955E2,6.150594797E1
3.178195454E2,5.907462366E1
3.179216975E2,5.881089931E1
3.180236841E2,6.051036649E1
3.181254313E2,5.739614786E1
3.182303465E2,5.876489053E1
3.183367413E2,6.020305719E1
3.184390521E2,6.184082297E1
3.185411386E2,5.886872272E1
3.186427664E2,5.685509492E1
3.187476331E2,5.844840808E1
3.188505605E2,5.832394883E1
3.189563512E2,5.873628447E1
3.190585255E2,5.764150795E1
3.191600739E2,5.858377186E1
3.192625678E2,5.972468458E1
3.193689881E2,5.739070634E1
3.194739039E2,5.891047618E1
3.195758855E2,5.900863127E1
3.196776102E2,5.741414392E1
3.197824782E2,5.694167888E1
3.198890246E2,5.681176181E1
3.199912667E2,5.698685939E1
3.200932616E2,5.667309569E1
3.201950380E2,5.848071669E1
3.202998243E2,5.856732258E1
3.204063466E2,5.787378994E1
3.205087112E2,5.752750731E1
3.206106315E2,5.755103732E1
3.207124471E2,5.662294665E1
3.208171608E2,5.664879465E1
3.209237344E2,5.697724709E1
3.210258679E2,5.785226167E1
3.211278796E2,5.742145451E1
3.212296208E2,5.811351653E1
3.213345268E2,5.902205296E1
3.214409509E2,5.762926962E1
3.215432477E2,5.860986244E1
3.216453374E2,5.790319312E1
3.217505882E2,5.802743915E1
3.218570526E2,5.827536332E1
3.219605184E2,5.677531156E1
3.220626085E2,5.681212927E1
3.221643275E2,5.798080242E1
3.222708597E2,5.694344006E1
3.223773242E2,5.795086027E1
3.224798926E2,5.787611819E1
3.225814534E2,5.745986322E1
3.226874179E2,5.881470763E1
3.227938970E2,5.752998409E1
3.228971708E2,5.851034617E1
3.229988386E2,5.706199112E1
3.231054165E2,5.698585487E1
3.232119177E2,5.770729788E1
3.233185041E2,5.717353311E1
3.234220328E2,5.860585183E1
3.235285617E2,5.788159103E1
3.236314129E2,5.770668566E1
3.237331729E2,5.742710587E1
3.238396579E2,5.741136433E1
3.239461730E2,5.810883286E1
3.240505844E2,5.920747148E1
3.241571337E2,5.854166918E1
3.242625436E2,5.746541128E1
3.243657720E2,5.726862284E1
3.244701391E2,6.485280458E1
3.245766872E2,6.719698127E1
3.246810182E2,6.029667611E1
3.247831297E2,5.698428690E1
3.248848121E2,5.766708410E1
3.249876374E2,5.894110734E1
3.250941840E2,5.631722955E1
3.251983653E2,5.787360767E1
3.253005645E2,5.842616086E1
3.254022045E2,5.815220340E1
3.255049538E2,5.939471323E1
3.256114613E2,5.791854201E1
3.257158720E2,5.738875981E1
3.258179412E2,5.635141122E1
3.259195916E2,5.733822212E1
3.260223206E2,5.916683667E1
3.261280938E2,5.992205176E1
3.262331965E2,5.839424144E1
3.263352594E2,5.680885511E1
3.264369795E2,5.912261769E1
3.265397635E2,6.078274483E1
3.266462815E2,6.155424190E1
3.267505924E2,6.156862583E1
3.268527105E2,5.710621626E1
3.269543751E2,5.777139859E1
3.270571648E2,5.783523581E1
3.271602295E2,5.704896399E1
3.272670708E2,5.866904163E1
3.273701167E2,5.900858425E1
3.274717869E2,5.759884845E1
3.275745789E2,5.882010746E1
3.276813084E2,5.782986327E1
3.277854059E2,5.998220361E1
3.278874592E2,5.949922945E1
3.279891845E2,6.035984202E1
3.280920122E2,5.954391114E1
3.281985432E2,5.867654241E1
3.283028358E2,5.837928004E1
3.284048506E2,5.830711184E1
3.285065927E2,5.847583030E1
3.286093820E2,5.902052439E1
3.287158377E2,5.951386412E1
3.288202117E2,5.869125360E1
3.289222379E2,5.776617503E1
3.290239571E2,5.823048763E1
3.291267220E2,5.754803877E1
3.292331373E2,5.910216769E1
3.293375878E2,5.928020806E1
3.294396260E2,5.735047581E1
3.295413787E2,5.671014401E1
3.296440940E2,5.724732975E1
3.297505894E2,5.715010729E1
3.298549882E2,5.735821672E1
3.299569582E2,5.691472637E1
3.300587413E2,5.752866931E1
3.301614105E2,5.786833692E1
3.302678591E2,5.826514793E1
3.303724213E2,5.900907415E1
3.304742488E2,6.000168062E1
3.305760518E2,5.903016541E1
3.306788538E2,5.846174613E1
3.307853815E2,5.851301128E1
3.308895349E2,5.859923738E1
3.309916737E2,5.835830793E1
3.310933754E2,5.917691219E1
3.311961686E2,5.853658779E1
3.313027610E2,5.752558535E1
3.314069770E2,5.774051033E1
3.315091223E2,5.868055739E1
3.316119331E2,5.757720180E1
3.317136509E2,5.730883824E1
3.318202377E2,5.762072222E1
3.319243609E2,5.800433255E1
3.320264684E2,5.697242516E1
3.321282010E2,5.765297173E1
3.322309338E2,5.930868788E1
3.323373541E2,5.993084584E1
3.324418080E2,5.891354974E1
3.325438583E2,5.958848163E1
3.326456044E2,5.772245102E1
3.327505910E2,5.845028131E1
3.328561632E2,5.883395836E1
3.329591803E2,5.888963932E1
3.330612534E2,5.773061676E1
3.331629629E2,5.767918735E1
3.332657289E2,5.864323848E1
3.333721930E2,5.945956436E1
3.334766174E2,5.882721405E1
3.335787424E2,6.163387517E1
3.336803937E2,5.855539847E1
3.337831171E2,5.850939200E1
3.338896317E2,5.825441253E1
3.339939913E2,5.843882843E1
3.340960251E2,5.809810798E1
3.341977762E2,5.873801350E1
3.343005699E2,5.880077259E1
3.344070543E2,5.871509260E1
3.345114128E2,5.808360844E1
3.346134501E2,5.791587270E1
3.347152513E2,5.785844602E1
3.348179439E2,5.719836781E1
3.349244752E2,5.774200404E1
3.350287758E2,5.791386382E1
3.351307835E2,5.702180996E1
3.352325313E2,5.720033163E1
3.353353167E2,5.809621773E1
3.354385830E2,5.828112363E1
3.355450333E2,5.738593343E1
3.356505881E2,5.837557367E1
3.357570866E2,5.864746625E1
3.358632616E2,5.627166367E1
3.359653299E2,5.781582790E1
3.360670170E2,5.606424625E1
3.361735719E2,5.767575188E1
3.362786180E2,5.741887285E1
3.363806711E2,5.728277072E1
3.364827198E2,5.693516353E1
3.365845024E2,5.757337901E1
3.366909813E2,5.818257544E1
3.367975132E2,5.570556411E1
3.368999566E2,5.755457809E1
3.370018083E2,5.819317122E1
3.371083668E2,5.624604376E1
3.372148620E2,5.653940970E1
3.373171748E2,5.822815100E1
3.374189187E2,5.829374492E1
3.375254272E2,5.733533410E1
3.376319988E2,5.809898071E1
3.377343133E2,5.785407592E1
3.378360076E2,5.704128808E1
3.379379875E2,5.789771316E1
3.380444895E2,5.750859406E1
3.381505837E2,5.838313555E1
3.382532138E2,5.811669758E1
3.383553448E2,5.674569734E1
3.384618530E2,5.875118340E1
3.385667402E2,5.856123773E1
3.386688960E2,5.786165624E1
3.387704983E2,5.855695489E1
3.388769907E2,5.749226161E1
3.389834725E2,5.692789067E1
3.390861595E2,5.849340817E1
3.391884119E2,5.708961316E1
3.392933194E2,5.783142344E1
3.393998520E2,5.694838338E1
3.395058805E2,5.734734915E1
3.396124440E2,6.384487409E1
3.397184930E2,5.758741035E1
3.398205246E2,5.874740953E1
3.399221301E2,5.869123329E1
3.400285308E2,5.797213704E1
3.401328506E2,5.773099400E1
3.402358156E2,5.747270518E1
3.403378036E2,5.830054069E1
3.404394684E2,5.876471150E1
3.405454992E2,5.809990688E1
3.406505767E2,5.722596852E1
3.407531021E2,5.787629930E1
3.408552937E2,5.885837716E1
3.409576223E2,5.659264618E1
3.410640887E2,5.760611420E1
3.411703470E2,5.814872929E1
3.412725302E2,5.795365851E1
3.413741626E2,5.768079269E1
3.414806750E2,5.668346664E1
3.415871526E2,5.718692433E1
3.416897414E2,5.739413702E1
3.417913874E2,5.605853345E1
3.418978723E2,5.540661787E1
3.420043379E2,5.777331546E1
3.421069044E2,5.758709237E1
3.422086577E2,5.868406721E1
3.423151856E2,5.763722439E1
3.424216339E2,5.669114157E1
3.425240867E2,5.729154290E1
3.426258312E2,5.721174850E1
3.427323410E2,5.946097022E1
3.428388221E2,5.748386997E1
3.429413606E2,5.733976996E1
3.430430860E2,5.803259607E1
3.431496621E2,5.758553793E1
3.432561053E2,5.763648230E1
3.433585636E2,5.721227873E1
3.434603303E2,5.795361695E1
3.435668228E2,5.670607322E1
3.436733116E2,5.842206178E1
3.437758290E2,5.792769805E1
3.438775847E2,5.959450277E1
3.439841217E2,5.853117587E1
3.440905126E2,5.868607891E1
3.441930203E2,5.818602376E1
3.442948613E2,5.802243412E1
3.444013753E2,5.828598320E1
3.445071327E2,5.706715687E1
3.446102742E2,5.810973377E1
3.447120745E2,5.781609640E1
3.448186171E2,5.758587832E1
3.449252118E2,5.786267437E1
3.450274960E2,5.798873484E1
3.451293109E2,5.791292367E1
3.452346864E2,5.704681306E1
3.453411948E2,5.891985038E1
3.454429490E2,5.767435589E1
3.455448740E2,5.781803984E1
3.456506257E2,5.788838964E1
3.457571433E2,5.794568071E1
3.458599852E2,5.786219715E1
3.459620549E2,5.850238671E1
3.460637269E2,5.870692502E1
3.461686503E2,5.753757349E1
3.462751233E2,5.839616841E1
3.463773662E2,5.743269420E1
3.464794098E2,5.765379831E1
3.465810502E2,5.722382991E1
3.466860129E2,5.745837365E1
3.467925658E2,5.809754372E1
3.468945441E2,5.750971973E1
3.469968426E2,5.705744160E1
3.470984864E2,5.755483512E1
3.472034106E2,5.837141575E1
3.473099153E2,5.694203754E1
3.474121229E2,5.850766106E1
3.475141808E2,5.741220420E1
3.476158990E2,5.729238042E1
3.477207311E2,5.671269588E1
3.478273294E2,5.582159734E1
3.479294590E2,5.791246535E1
3.480315225E2,5.892001017E1
3.481332322E2,5.818719898E1
3.482380632E2,5.830277291E1
3.483419345E2,5.679951890E1
3.484468215E2,5.787002525E1
3.485505995E2,5.704341509E1
3.486571498E2,5.850869720E1
3.487619646E2,5.869027639E1
3.488640908E2,5.808907896E1
3.489661531E2,5.846618082E1
3.490678763E2,5.841845081E1
3.491743735E2,5.824866504E1
3.492808127E2,5.810300924E1
3.493833752E2,5.856732200E1
3.494851048E2,5.831929206E1
3.495917176E2,5.914798348E1
3.496954105E2,5.809136321E1
3.497987805E2,5.782548354E1
3.499008596E2,5.778473284E1
3.500025010E2,5.635924485E1
3.501089752E2,6.017392311E1
3.502154072E2,5.727203751E1
3.503181055E2,5.721254184E1
3.504196921E2,5.815815836E1
3.505261038E2,5.819801519E1
3.506286483E2,5.837793832E1
3.507332707E2,5.815083226E1
3.508355320E2,5.744380358E1
3.509370823E2,6.207038020E1
3.510435865E2,6.000431662E1
3.511500718E2,6.086406904E1
3.512527552E2,5.882664850E1
3.513571477E2,5.848136333E1
3.514636872E2,5.880555069E1
3.515679531E2,5.870952241E1
3.516699951E2,5.937634514E1
3.517718140E2,5.975865133E1
3.518744612E2,5.758546747E1
3.519809528E2,5.831515175E1
3.520854187E2,5.899686305E1
3.521874086E2,5.799322789E1
3.522891574E2,5.695088273E1
3.523918281E2,5.700995358E1
3.524953395E2,5.776610017E1
3.526018315E2,6.005679056E1
3.527047131E2,5.684578396E1
3.528071505E2,5.671268670E1
3.529092039E2,5.641088294E1
3.530131015E2,5.681570572E1
3.531174160E2,5.741522440E1
3.532201440E2,5.712013971E1
3.533237297E2,5.602205475E1
3.534286203E2,5.660671162E1
3.535351209E2,5.639378217E1
3.536374393E2,5.735028372E1
3.537395066E2,5.673223524E1
3.538411230E2,5.619309794E1
3.539460011E2,5.688376680E1
3.540506182E2,5.698429187E1
3.541547282E2,5.758492909E1
3.542568131E2,5.710014537E1
3.543585264E2,5.701448613E1
3.544634056E2,5.775211622E1
3.545699080E2,5.742224697E1
3.546720993E2,5.797186913E1
3.547742381E2,5.654131228E1
3.548758643E2,5.575239626E1
3.549807726E2,5.699156653E1
3.550853544E2,5.602224097E1
3.551894915E2,5.681840209E1
3.552915675E2,5.739861959E1
3.553932667E2,5.736087178E1
3.554981628E2,5.789571040E1
3.555996542E2,5.671676657E1
3.557062316E2,5.612679065E1
3.558090006E2,5.756347824E1
3.559106311E2,5.509932116E1
3.560155692E2,5.783144732E1
3.561174381E2,5.761901295E1
3.562239400E2,5.594553711E1
3.563263493E2,5.499608608E1
3.564279672E2,5.629118856E1
3.565328890E2,5.764640762E1
3.566394046E2,5.814306575E1
3.567415415E2,5.713168619E1
3.568437347E2,5.611796679E1
3.569453348E2,5.636790717E1
3.570502298E2,5.710170077E1
3.571566387E2,5.677070754E1
3.572591064E2,5.999230559E1
3.573611774E2,5.814471378E1
3.574628600E2,5.831251253E1
3.575689722E2,5.766675431E1
3.576754426E2,5.669258360E1
3.577784128E2,5.940349575E1
3.578801636E2,5.824896660E1
3.579867364E2,5.931448401E1
3.580932190E2,5.810307375E1
3.581956950E2,5.847513306E1
3.582974515E2,5.899860553E1
3.583995564E2,5.884733976E1
3.585061290E2,6.030271062E1
3.586110886E2,5.808779322E1
3.587130557E2,5.897205659E1
3.588148543E2,5.644122315E1
3.589214387E2,5.630017279E1
3.590280044E2,5.787370391E1
3.591302998E2,5.929492444E1
3.592319904E2,5.920862615E1
3.593385443E2,5.966854006E1
3.594450350E2,5.770061016E1
3.595505841E2,5.669487027E1
3.596571031E2,5.995423045E1
3.597625451E2,5.884147857E1
3.598646007E2,5.808973923E1
3.599663257E2,5.793101203E1
3.600728461E2,5.886435176E1
3.601794058E2,5.763417608E1
3.602818708E2,5.834655578E1
3.603835892E2,5.724883451E1
3.604901604E2,5.920872472E1
3.605946244E2,5.712813386E1
3.606971911E2,5.671955629E1
3.607992343E2,5.831786457E1
3.609009967E2,5.802852107E1
3.610074579E2,5.774590146E1
3.611139215E2,5.729034980E1
3.612164940E2,5.926209898E1
3.613182345E2,5.711795995E1
3.614247359E2,5.824202317E1
3.615270316E2,5.751780631E1
3.616318267E2,5.644517433E1
3.617338724E2,5.891360503E1
3.618355676E2,5.734167441E1
3.619420471E2,5.857808003E1
3.620485386E2,5.719405775E1
3.621510820E2,5.774762728E1
3.622528657E2,5.795371568E1
3.623593926E2,5.875424681E1
3.624658658E2,5.871412330E1
3.625683482E2,5.776654626E1
3.626700863E2,5.889889068E1
3.627766548E2,5.749522799E1
3.628823156E2,5.790363046E1
3.629855201E2,5.905477570E1
3.630873500E2,5.751467108E1
3.631938859E2,5.709254202E1
3.633004366E2,5.774989591E1
3.634027611E2,5.762754446E1
3.635045755E2,5.838158620E1
3.636102702E2,5.931949326E1
3.637151960E2,5.842135013E1
3.638182147E2,5.843814939E1
3.639201310E2,5.864240113E1
3.640220331E2,5.826912698E1
3.641285648E2,5.763421329E1
3.642349650E2,5.800091834E1
3.643373487E2,5.872181953E1
3.644390365E2,5.874345277E1
3.645455496E2,5.839273861E1
3.646505909E2,5.723723386E1
3.647526045E2,5.645375920E1
3.648546661E2,5.635056095E1
3.649564101E2,5.680298632E1
3.650629517E2,5.772459723E1
3.651686155E2,5.930583509E1
3.652719065E2,5.738155471E1
3.653735854E2,5.851160917E1
3.654800617E2,5.908560228E1
3.655854370E2,5.875235321E1
3.656871862E2,5.887463771E1
3.657892649E2,5.972056229E1
3.658909424E2,5.901914405E1
3.659973446E2,5.795909714E1
3.661038988E2,5.845420073E1
3.662065235E2,5.958309638E1
3.663081453E2,5.745579746E1
3.664146821E2,5.963995409E1
3.665211492E2,5.782850503E1
3.666236997E2,5.925915925E1
3.667253268E2,5.908920162E1
3.668305235E2,5.922006027E1
3.669370336E2,5.876555962E1
3.670390284E2,5.794143376E1
3.671410920E2,5.861854718E1
3.672471606E2,5.788945752E1
3.673506109E2,5.934303143E1
3.674562454E2,5.954820776E1
3.675584047E2,5.803422486E1
3.676638855E2,5.766332912E1
3.677665380E2,5.768377197E1
3.678721516E2,5.910545614E1
3.679757333E2,5.909927588E1
3.680805188E2,5.849707704E1
3.681839658E2,5.890468347E1
3.682904938E2,5.940701991E1
3.683929231E2,5.677788236E1
3.684971772E2,5.709698810E1
3.686005976E2,5.636766877E1
3.687071437E2,5.771063148E1
3.688101301E2,5.692971741E1
3.689138252E2,5.746334626E1
3.690177605E2,5.700232572E1
3.691241469E2,5.580898705E1
3.692255238E2,5.723885830E1
3.693305243E2,5.861009999E1
3.694344723E2,5.751629317E1
3.695403052E2,5.692720840E1
3.696426557E2,5.717553216E1
3.697471582E2,5.815968850E1
3.698523027E2,6.002925225E1
3.699587932E2,6.447600875E1
3.700638258E2,6.338512764E1
3.701686254E2,5.884538967E1
3.702750369E2,5.880463055E1
3.703805362E2,5.692420800E1
3.704856239E2,5.708289632E1
3.705920969E2,5.606022785E1
3.706971778E2,5.576448050E1
3.708035155E2,5.592230360E1
3.709100581E2,5.600040266E1
3.710132780E2,6.287462969E1
3.711155655E2,6.918900106E1
3.712214653E2,6.279390979E1
3.713237790E2,5.892378768E1
3.714284035E2,5.641884875E1
3.715320808E2,5.650840805E1
3.716346450E2,5.559704515E1
3.717375868E2,5.582401773E1
3.718441201E2,5.579212452E1
3.719506253E2,5.844446220E1
3.720550750E2,6.068981866E1
3.721612888E2,5.965511648E1
3.722629927E2,5.607173711E1
3.723650544E2,5.806541906E1
3.724667804E2,5.889690668E1
3.725718280E2,5.842072312E1
3.726783104E2,5.985041762E1
3.727803759E2,5.812644202E1
3.728823621E2,5.788238040E1
3.729841269E2,5.776362623E1
3.730899470E2,5.882860896E1
3.731921587E2,6.177917737E1
3.732976896E2,7.006861022E1
3.733997209E2,6.124700552E1
3.735013190E2,5.844003777E1
3.736040618E2,5.900993315E1
3.737087355E2,5.809135866E1
3.738147990E2,5.756473835E1
3.739169585E2,5.691442482E1
3.740185487E2,5.762364174E1
3.741213824E2,5.834893329E1
3.742253636E2,5.842867321E1
3.743299373E2,5.752102761E1
3.744322767E2,5.781709984E1
3.745344532E2,5.764027846E1
3.746387303E2,5.843682195E1
3.747420872E2,5.964574327E1
3.748466755E2,5.852709552E1
3.749497477E2,5.852535739E1
3.750517767E2,5.910517921E1
3.751561237E2,5.985389608E1
3.752600914E2,5.878959169E1
3.753631449E2,5.744371781E1
3.754671912E2,5.755833328E1
3.755691391E2,5.925289647E1
3.756734257E2,5.871932568E1
3.757775658E2,5.757133573E1
3.758797345E2,5.868074447E1
3.759845541E2,5.667393756E1
3.760865270E2,5.725038889E1
3.761908367E2,5.852613896E1
3.762951355E2,5.946891992E1
3.764016812E2,5.929974066E1
3.765038444E2,5.843706905E1
3.766077632E2,5.724514369E1
3.767118416E2,5.666449277E1
3.768183480E2,5.791967086E1
3.769209723E2,5.735185583E1
3.770226571E2,5.651287060E1
3.771290434E2,5.796750452E1
3.772347983E2,5.773359262E1
3.773362784E2,5.711283958E1
3.774383265E2,5.674798116E1
3.775400513E2,5.680168267E1
3.776463942E2,5.702532963E1
3.777505989E2,5.956214220E1
3.778536315E2,5.946767859E1
3.779557225E2,5.896002181E1
3.780574028E2,5.658835463E1
3.781638403E2,5.679398756E1
3.782703315E2,5.752497106E1
3.783729557E2,5.796599502E1
3.784746656E2,5.829324312E1
3.785805574E2,5.747703086E1
3.786870868E2,5.786210694E1
3.787901093E2,5.874243348E1
3.788918874E2,5.763618203E1
3.789972823E2,5.849820529E1
3.791038739E2,5.603564723E1
3.792054411E2,5.708643615E1
3.793075156E2,5.783302584E1
3.794138901E2,5.714108833E1
3.795203799E2,5.639671776E1
3.796225999E2,5.550799719E1
3.797247196E2,5.971662664E1
3.798305703E2,5.768239221E1
3.799329348E2,5.717967728E1
3.800360649E2,5.789676698E1
3.801400772E2,5.657572236E1
3.802420792E2,5.786508732E1
3.803471810E2,5.988359458E1
3.804497970E2,6.034341190E1
3.805564624E2,5.809373679E1
3.806592760E2,5.765520247E1
3.807638292E2,5.733819116E1
3.808669828E2,5.753477313E1
3.809734145E2,5.675401958E1
3.810764497E2,5.718265814E1
3.811805022E2,5.830803488E1
3.812840649E2,6.216061897E1
3.813905251E2,6.123001130E1
3.814936337E2,6.189491636E1
3.815972934E2,5.597334578E1
3.817023029E2,6.129189217E1
3.818087735E2,5.863586457E1
3.819138160E2,6.041226873E1
3.820188937E2,5.937442284E1
3.821254238E2,6.618139768E1
3.822304967E2,6.270067644E1
3.823355842E2,6.244371395E1
3.824419621E2,5.747017178E1
3.825471439E2,5.703145706E1
3.826521768E2,5.720213604E1
3.827586810E2,5.730946496E1
3.828638668E2,6.149557096E1
3.829702402E2,5.817393539E1
3.830722269E2,5.810324645E1
3.831771210E2,5.877820202E1
3.832805160E2,5.799750917E1
3.833864593E2,5.928251402E1
3.834923764E2,5.905115809E1
3.835962671E2,5.781344239E1
3.836979194E2,5.543990369E1
3.838036322E2,5.559320147E1
3.839101582E2,5.599843555E1
3.840133972E2,6.049889653E1
3.841150951E2,5.893184323E1
3.842214865E2,5.745124818E1
3.843246925E2,5.598250204E1
3.844304943E2,5.445137832E1
3.845349465E2,5.578422412E1
3.846387428E2,5.952518531E1
3.847423987E2,5.714438753E1
3.848476906E2,5.696457143E1
3.849502190E2,5.530153642E1
3.850554061E2,5.646488014E1
3.851619298E2,5.617428540E1
3.852648720E2,5.554424173E1
3.853666746E2,5.958363818E1
3.854714193E2,6.414146763E1
3.855736838E2,5.895944422E1
3.856802372E2,5.750927208E1
3.857822090E2,5.824163968E1
3.858841112E2,5.809281298E1
3.859905220E2,5.781366896E1
3.860968501E2,5.672491283E1
3.861993777E2,5.660110567E1
3.863011628E2,6.613805939E1
3.864075028E2,5.738601694E1
3.865135008E2,5.840430641E1
3.866167187E2,5.838814708E1
3.867190239E2,5.629543541E1
3.868249403E2,5.618094001E1
3.869300520E2,5.776358669E1
3.870317948E2,5.840484400E1
3.871339373E2,5.737819801E1
3.872356118E2,5.793424316E1
3.873418776E2,5.731256303E1
3.874466821E2,5.890986601E1
3.875512200E2,5.788963862E1
3.876527956E2,5.729294804E1
3.877593150E2,5.704173488E1
3.878632441E2,5.900205272E1
3.879663738E2,5.798053699E1
3.880685092E2,5.702100086E1
3.881701036E2,5.631571610E1
3.882766276E2,5.590840510E1
3.883798321E2,5.720816244E1
3.884836690E2,5.796426987E1
3.885898113E2,5.609615142E1
3.886944795E2,5.621443031E1
3.888007075E2,5.588751818E1
3.889028176E2,5.748535917E1
3.890044574E2,5.684966185E1
3.891072290E2,5.676503536E1
3.892118323E2,5.578813669E1
3.893180104E2,5.572824322E1
3.894200410E2,5.589431566E1
