"Time (s)","Sound pressure level (dB)"
1.811635350E1,6.692836385E1
1.822278892E1,6.391475883E1
1.832468637E1,6.637272381E1
1.842643358E1,6.670679036E1
1.852896271E1,6.531652813E1
1.863468233E1,6.593979274E1
1.874109179E1,6.391555977E1
1.884326558E1,6.545429230E1
1.894974854E1,6.436782647E1
1.905522550E1,6.584380311E1
1.915868850E1,6.917504516E1
1.926518604E1,6.896139951E1
1.937167167E1,6.792061033E1
1.947376404E1,6.888211048E1
1.957571779E1,6.782686939E1
1.967741417E1,6.591220882E1
1.978395862E1,6.699322544E1
1.989040658E1,6.836617963E1
1.999281162E1,6.681913024E1
2.009440408E1,6.568117971E1
2.020088125E1,6.641529407E1
2.030317900E1,6.762400434E1
2.040787604E1,6.630961816E1
2.050994733E1,6.519653249E1
2.061150175E1,6.622451997E1
2.071391712E1,6.825226021E1
2.082027179E1,6.948311036E1
2.092476683E1,6.961816330E1
2.102703467E1,6.681574930E1
2.112930642E1,6.645342370E1
2.123574062E1,6.501706391E1
2.134193812E1,6.461874363E1
2.144401967E1,6.758523213E1
2.154560500E1,6.812026515E1
2.165208467E1,6.645284493E1
2.175775696E1,6.578476156E1
2.186102575E1,6.406016155E1
2.196263921E1,6.395671763E1
2.206920396E1,6.318976306E1
2.217444158E1,6.445926731E1
2.227604658E1,6.459560306E1
2.237810479E1,6.429283146E1
2.247971942E1,6.166912568E1
2.258627921E1,6.217318720E1
2.269112908E1,6.245785258E1
2.279313392E1,6.499698190E1
2.289527792E1,6.908606800E1
2.299680088E1,6.911596909E1
2.310334450E1,6.377244838E1
2.320781796E1,6.460117977E1
2.331037508E1,6.453602451E1
2.341399029E1,6.324188182E1
2.352056704E1,6.308404336E1
2.362443100E1,6.518027924E1
2.372737062E1,6.454228855E1
2.383106579E1,6.316775345E1
2.393757792E1,6.440788578E1
2.404114962E1,6.454501208E1
2.414452958E1,6.687723081E1
2.424642442E1,6.600094827E1
2.434824925E1,6.481444223E1
2.445305279E1,6.441830603E1
2.455777646E1,6.595827469E1
2.466156183E1,6.227059349E1
2.476512987E1,6.622622124E1
2.486992987E1,6.437249254E1
2.497449054E1,6.321221600E1
2.507868196E1,6.517689854E1
2.518065700E1,6.392193555E1
2.528235796E1,6.487694410E1
2.538707117E1,6.676361965E1
2.549114017E1,6.572900593E1
2.559586950E1,6.681158981E1
2.569772975E1,6.461674948E1
2.579937700E1,6.252980667E1
2.590585571E1,6.513535003E1
2.600781808E1,6.433988543E1
2.611279771E1,6.592595175E1
2.621636058E1,6.662675597E1
2.632302933E1,6.365794067E1
2.642951229E1,6.454555121E1
2.653169804E1,6.439475969E1
2.663331546E1,6.358109700E1
2.673977254E1,6.280580474E1
2.684635317E1,6.325708742E1
2.694880204E1,6.120647388E1
2.705037096E1,6.167933085E1
2.715685508E1,6.351412633E1
2.726324863E1,6.436522606E1
2.736727529E1,6.093465618E1
2.747374767E1,6.213752650E1
2.758021350E1,6.327042549E1
2.768277562E1,6.550575846E1
2.778449037E1,6.547409883E1
2.789103429E1,6.164713297E1
2.799747342E1,6.125695722E1
2.809985650E1,6.271697569E1
2.820158979E1,6.051149618E1
2.830786783E1,6.311561424E1
2.841437542E1,6.256724318E1
2.851694504E1,6.227384423E1
2.862113850E1,6.533705044E1
2.872448175E1,6.169332648E1
2.883092121E1,6.352124442E1
2.893538554E1,6.135412872E1
2.904110646E1,6.317999959E1
2.914754758E1,6.570427379E1
2.925083000E1,6.466343038E1
2.935244233E1,6.372227830E1
2.945781596E1,6.409196035E1
2.956424079E1,6.200839586E1
2.966789012E1,6.296622126E1
2.976947904E1,6.290640693E1
2.987445717E1,6.434285539E1
2.998092571E1,6.299474472E1
3.008301083E1,6.444608904E1
3.018500358E1,6.324893550E1
3.029117471E1,6.418204914E1
3.039767704E1,6.328232567E1
3.050001000E1,6.591573915E1
3.060360537E1,6.385740395E1
3.070783350E1,6.157322906E1
3.081434079E1,6.407172222E1
3.091703279E1,6.578882932E1
3.101912054E1,6.297950308E1
3.112370775E1,6.240227997E1
3.122952754E1,6.430476116E1
3.133393167E1,6.458182748E1
3.143749737E1,6.422907446E1
3.154110583E1,6.635211527E1
3.164748425E1,6.329925631E1
3.175104187E1,6.518491101E1
3.185311804E1,6.218056557E1
3.195777425E1,6.461559509E1
3.206419942E1,6.436466122E1
3.216806850E1,6.488423923E1
3.227445983E1,6.365777893E1
3.238097200E1,6.587795255E1
3.248497887E1,6.729702237E1
3.259119604E1,6.528412845E1
3.269775962E1,6.804187068E1
3.280189954E1,6.407866788E1
3.290782525E1,6.396098465E1
3.301437346E1,6.310673074E1
3.311880692E1,6.504026428E1
3.322446033E1,6.552247672E1
3.333093562E1,6.432849636E1
3.343588221E1,6.676940512E1
3.354109346E1,6.737389188E1
3.364752167E1,6.525864392E1
3.375279825E1,6.401760150E1
3.385780271E1,6.147115059E1
3.396397508E1,6.690831121E1
3.406971900E1,6.700642476E1
3.417451721E1,6.624200873E1
3.428112679E1,6.556290587E1
3.438665504E1,6.674980227E1
3.449032675E1,6.439492235E1
3.459686437E1,6.838624069E1
3.470338804E1,6.600497015E1
3.480776388E1,6.195208974E1
3.491435496E1,6.701344913E1
3.502055196E1,6.852287040E1
3.512408417E1,6.552124032E1
3.523055754E1,6.553207893E1
3.533698792E1,6.376119474E1
3.544083675E1,6.659078955E1
3.554635671E1,6.484563910E1
3.565284158E1,6.308231374E1
3.575782412E1,6.271331009E1
3.586424600E1,6.403019742E1
3.596615525E1,6.488256755E1
3.607147983E1,6.251244717E1
3.617445925E1,6.436095161E1
3.627890900E1,6.434519226E1
3.638672917E1,6.537506558E1
3.649030500E1,6.361141473E1
3.659198587E1,6.509973017E1
3.669859758E1,6.447370758E1
3.680502967E1,6.361690746E1
3.690749154E1,6.447350504E1
3.700899829E1,6.257214472E1
3.711560671E1,6.193111999E1
3.722215829E1,6.203293368E1
3.732452771E1,6.293479776E1
3.742601021E1,6.471819599E1
3.752885329E1,6.444799908E1
3.763324296E1,6.382318299E1
3.773943858E1,6.443393853E1
3.784158433E1,5.966078224E1
3.794308162E1,6.524489317E1
3.804956033E1,6.370391839E1
3.815595667E1,6.354951681E1
3.825863796E1,6.535762607E1
3.836043050E1,6.461863556E1
3.846693775E1,6.130859732E1
3.857347679E1,6.052067317E1
3.867568487E1,6.542982275E1
3.877739546E1,6.530556821E1
3.888386437E1,6.219656261E1
3.899040533E1,6.309122984E1
3.909290833E1,6.403876560E1
3.919833688E1,6.235359733E1
3.930483754E1,6.629373337E1
3.940769100E1,6.331288526E1
3.951131704E1,6.505559354E1
3.961794546E1,6.502830675E1
3.972444212E1,6.509831617E1
3.983088962E1,6.880748175E1
3.993292758E1,6.630429393E1
4.003937146E1,6.727069032E1
4.014177212E1,6.283412427E1
4.024381721E1,6.348759523E1
4.034806404E1,6.498617076E1
4.045452067E1,6.403928481E1
4.055879688E1,6.599448921E1
4.066085671E1,6.262805399E1
4.076250613E1,6.250076163E1
4.086514133E1,6.205979158E1
4.097163979E1,6.280105366E1
4.107592379E1,6.277334301E1
4.117797992E1,6.348712337E1
4.127961446E1,6.326783921E1
4.138226350E1,6.333484239E1
4.148886613E1,6.282728574E1
4.159308879E1,6.336217377E1
4.169925654E1,6.245857263E1
4.180492750E1,6.309357822E1
4.190999208E1,6.471149730E1
4.201201592E1,6.284137192E1
4.211370396E1,6.293376374E1
4.222017346E1,6.435668267E1
4.232442954E1,6.463386946E1
4.242712029E1,6.584329505E1
4.252911337E1,6.424323371E1
4.263077042E1,6.485762783E1
4.273295183E1,6.385818851E1
4.283945196E1,6.274693059E1
4.294422608E1,6.580044353E1
4.304777267E1,6.174831526E1
4.315174283E1,6.114235416E1
4.325781317E1,6.644038959E1
4.336126925E1,6.744853123E1
4.346330317E1,6.362074053E1
4.356492850E1,6.391471634E1
4.366887525E1,6.532259667E1
4.377454012E1,6.464836053E1
4.387838833E1,6.272845850E1
4.398197367E1,6.316539991E1
4.408838567E1,6.486386929E1
4.419116367E1,6.419440693E1
4.429548150E1,6.179505267E1
4.439750796E1,6.101923464E1
4.449910821E1,6.198398793E1
4.460561429E1,6.341711174E1
4.470782042E1,6.508091573E1
4.481260446E1,6.510371866E1
4.491468521E1,6.431842812E1
4.501632254E1,6.484198187E1
4.512288729E1,6.568338617E1
4.522956821E1,6.554722964E1
4.533177079E1,6.475029106E1
4.543334796E1,6.492560964E1
4.553416871E1,6.465445283E1
4.563759821E1,6.318118654E1
4.574110950E1,6.425466579E1
4.584691267E1,6.324509773E1
4.594899108E1,6.426307713E1
4.605054025E1,6.495400959E1
4.615569200E1,6.383246028E1
4.625777342E1,6.421812300E1
4.636427429E1,6.142324044E1
4.646632392E1,6.261647341E1
4.656796412E1,6.425348351E1
4.667447458E1,6.360773249E1
4.678093850E1,6.341819883E1
4.688486687E1,6.460134771E1
4.699115413E1,6.222010599E1
4.709760183E1,6.225327191E1
4.720026317E1,6.219383805E1
4.730191125E1,6.210577471E1
4.740780483E1,6.279669773E1
4.751438267E1,6.392458185E1
4.761736537E1,6.584006183E1
4.771896158E1,6.595754601E1
4.782448425E1,6.453427269E1
4.793097971E1,6.381150841E1
4.803233500E1,6.460622537E1
4.813451300E1,6.434189029E1
4.823600496E1,6.516615007E1
4.834114704E1,6.275476131E1
4.844763300E1,6.317375124E1
4.855314700E1,6.444667343E1
4.865778267E1,6.382196287E1
4.876425796E1,6.457531507E1
4.887004888E1,6.496437330E1
4.897451737E1,6.386879477E1
4.907950225E1,6.679263363E1
4.918357796E1,6.389325633E1
4.928564425E1,6.429414275E1
4.939116721E1,6.476625744E1
4.949766467E1,6.527928774E1
4.960064800E1,6.459075833E1
4.970272900E1,6.337189373E1
4.980782604E1,6.254022880E1
4.991429667E1,6.305695274E1
5.001769479E1,6.469939946E1
5.012123021E1,6.317077915E1
5.022365567E1,6.357791812E1
5.033018996E1,6.684786572E1
5.043493229E1,6.625531841E1
5.054115554E1,6.665200560E1
5.064770108E1,6.650850612E1
5.075194358E1,6.639590502E1
5.085777142E1,6.481142539E1
5.096395675E1,6.378146538E1
5.106880892E1,6.488844256E1
5.117445417E1,6.537959404E1
5.127720533E1,6.604083275E1
5.138369629E1,6.455946538E1
5.148582900E1,6.355933060E1
5.159107692E1,6.352940205E1
5.169758913E1,6.512746474E1
5.180279221E1,6.479357643E1
5.190768683E1,6.325224043E1
5.201345283E1,6.408243992E1
5.211414017E1,6.348412331E1
5.221976892E1,6.272829996E1
5.232445658E1,6.145851096E1
5.242765762E1,6.065966740E1
5.253282267E1,6.074826397E1
5.263691325E1,6.091007837E1
5.274105650E1,6.421912447E1
5.284315238E1,6.438603780E1
5.294867029E1,6.381029815E1
5.305394521E1,6.210897736E1
5.315798083E1,6.156018404E1
5.326364783E1,6.263720016E1
5.337021179E1,6.633308494E1
5.347486421E1,6.478868243E1
5.358053762E1,6.515964974E1
5.368271417E1,6.262801108E1
5.378797367E1,6.299425268E1
5.389111242E1,6.297391701E1
5.399756488E1,6.341865062E1
5.410404062E1,6.496002991E1
5.420711129E1,6.365858066E1
5.430878821E1,6.437196003E1
5.441534013E1,6.378945399E1
5.451895017E1,6.308229240E1
5.462426058E1,6.447792104E1
5.472582079E1,6.203548168E1
5.482965687E1,6.230794383E1
5.493290283E1,6.365396164E1
5.503861767E1,6.248399910E1
5.514137467E1,6.275199187E1
5.524299142E1,6.184349028E1
5.534952800E1,6.115223604E1
5.545607479E1,6.175646945E1
5.555836842E1,6.259812474E1
5.566006096E1,6.479621051E1
5.576658850E1,6.361780249E1
5.587321175E1,6.562837365E1
5.597548358E1,6.650590664E1
5.607713479E1,6.235257755E1
5.618367925E1,6.302450020E1
5.629016025E1,6.326965735E1
5.639254071E1,5.974910907E1
5.649425333E1,6.254402991E1
5.660079296E1,6.334516349E1
5.670734542E1,6.273502950E1
5.680963892E1,6.192049204E1
5.691133929E1,6.216313983E1
5.701785288E1,6.062989146E1
5.712452687E1,6.202518511E1
5.722667133E1,6.556858837E1
5.732836812E1,6.275405249E1
5.743284088E1,6.203309072E1
5.753924237E1,6.349955257E1
5.764189458E1,6.249488767E1
5.774391188E1,6.312931477E1
5.784551996E1,6.366719487E1
5.794733958E1,6.445274888E1
5.805343867E1,6.330872356E1
5.815903887E1,6.390262004E1
5.826102838E1,6.200405947E1
5.836276800E1,6.365292281E1
5.846693879E1,6.239087484E1
5.857339662E1,6.160676524E1
5.867621546E1,6.187202375E1
5.877823737E1,6.181188358E1
5.888000387E1,6.187480224E1
5.898419625E1,6.258692528E1
5.908949808E1,6.297235780E1
5.919340987E1,6.410136601E1
5.929521871E1,6.404780601E1
5.939706667E1,6.403523811E1
5.950278912E1,6.310932719E1
5.960764396E1,6.235062679E1
5.971241258E1,6.164006428E1
5.981457167E1,6.283254573E1
5.991955583E1,6.335014539E1
6.002377617E1,6.341525457E1
6.012949142E1,6.258345086E1
6.023378646E1,6.285199908E1
6.034021829E1,6.570781809E1
6.044448971E1,6.485155489E1
6.054651758E1,6.430622495E1
6.064817312E1,6.361749578E1
6.075463292E1,6.181437397E1
6.085779383E1,6.552340567E1
6.096166012E1,6.848892757E1
6.106517233E1,6.483889654E1
6.116755104E1,6.288345126E1
6.127404233E1,6.085619484E1
6.137868371E1,6.056183301E1
6.148065875E1,6.235601438E1
6.158234421E1,6.262481913E1
6.168887667E1,6.301868865E1
6.179115946E1,6.261428344E1
6.189581629E1,6.273725888E1
6.199791017E1,6.356559288E1
6.209948937E1,6.412036121E1
6.220604350E1,6.261585248E1
6.230782096E1,6.251028115E1
6.241297008E1,6.332842488E1
6.251503454E1,6.297843702E1
6.261662029E1,6.284777897E1
6.272318146E1,6.448835656E1
6.282973775E1,6.250800030E1
6.293200863E1,6.314285551E1
6.303371671E1,6.374867293E1
6.314016579E1,6.362677754E1
6.324277067E1,6.268491242E1
6.334711092E1,6.482077464E1
6.344921237E1,6.375870449E1
6.355074517E1,6.287548473E1
6.365727029E1,6.300704520E1
6.376372229E1,6.451664557E1
6.386628029E1,6.295831113E1
6.396798875E1,6.403558474E1
6.407446963E1,6.387557052E1
6.417605983E1,6.296518087E1
6.428145537E1,6.392357653E1
6.438341929E1,6.726177577E1
6.448512779E1,6.283081258E1
6.459019229E1,6.292432995E1
6.469683446E1,6.494657348E1
6.479861017E1,6.311297238E1
6.490072017E1,6.494104478E1
6.500298683E1,6.377309028E1
6.510781437E1,6.518408219E1
6.521424983E1,6.328766732E1
6.531558325E1,6.241544970E1
6.542045950E1,6.289401983E1
6.552450771E1,6.424416044E1
6.562745717E1,6.501101939E1
6.573288204E1,6.215504054E1
6.583690417E1,6.397642053E1
6.594106563E1,6.276161001E1
6.604705717E1,6.523919994E1
6.615198296E1,6.368977985E1
6.625776950E1,6.422682156E1
6.636417571E1,6.249674567E1
6.646891675E1,6.293166385E1
6.657447583E1,6.239796331E1
6.668100242E1,6.436844758E1
6.678398008E1,6.596023864E1
6.688601133E1,6.494181185E1
6.699114442E1,6.596880355E1
6.709765567E1,6.632072048E1
6.720113621E1,6.538794519E1
6.730320842E1,6.921085844E1
6.740779117E1,6.869169371E1
6.751424375E1,6.723824524E1
6.761817771E1,6.789239629E1
6.772447133E1,6.476443870E1
6.783090563E1,6.615068243E1
6.793513829E1,6.754048560E1
6.804112121E1,6.800664175E1
6.814281550E1,6.975494895E1
6.824934225E1,7.196385701E1
6.835225492E1,7.345321933E1
6.845423179E1,7.653438399E1
6.855593971E1,7.772772598E1
6.866243087E1,7.621046090E1
6.876889575E1,7.486191560E1
6.887133346E1,7.251020832E1
6.897304371E1,6.913123989E1
6.907955546E1,6.655042218E1
6.918430658E1,6.458485116E1
6.928652704E1,6.549800425E1
6.938847571E1,6.500000389E1
6.949026883E1,6.657218948E1
6.959676954E1,6.729221145E1
6.970323183E1,6.722695027E1
6.980552783E1,6.489425602E1
6.990731683E1,6.662297774E1
7.001343433E1,6.764563668E1
7.011991717E1,6.640121303E1
7.022262933E1,6.549639175E1
7.032440075E1,6.430444616E1
7.042934967E1,6.605035219E1
7.053168529E1,6.658785914E1
7.063784358E1,6.708597955E1
7.073980592E1,6.491136964E1
7.084163025E1,6.409598321E1
7.094810829E1,6.479709151E1
7.105147675E1,6.612827743E1
7.115498958E1,6.608510756E1
7.125701967E1,6.607079933E1
7.135880367E1,6.750417639E1
7.146475971E1,6.440949007E1
7.157121025E1,6.440079920E1
7.167414775E1,6.434363377E1
7.177588104E1,6.429949728E1
7.188237300E1,6.409268465E1
7.198888400E1,6.497272443E1
7.209124271E1,6.456591205E1
7.219298475E1,6.305327119E1
7.229602850E1,6.697592553E1
7.240260917E1,6.309113767E1
7.250647475E1,6.426436834E1
7.260840071E1,6.476662371E1
7.271014887E1,6.646059292E1
7.281668937E1,6.756248504E1
7.292071083E1,6.598840095E1
7.302552267E1,6.456861606E1
7.312773950E1,6.547665649E1
7.322950254E1,6.346582783E1
7.333590546E1,6.508400278E1
7.344226408E1,6.305816779E1
7.354405233E1,6.307458078E1
7.364934167E1,6.318762431E1
7.375582500E1,6.463227200E1
7.385959804E1,6.307238359E1
7.396135312E1,6.440715774E1
7.406782896E1,6.378360635E1
7.417085058E1,6.292026171E1
7.427468983E1,6.290665666E1
7.437676596E1,6.247071418E1
7.447836571E1,6.248012854E1
7.458486075E1,6.269924913E1
7.469035804E1,6.483316631E1
7.479387479E1,6.378529636E1
7.489609612E1,6.377797460E1
7.500245650E1,6.325135466E1
7.510876367E1,6.305875522E1
7.521084450E1,6.357521241E1
7.531240042E1,6.356999564E1
7.541888133E1,6.396119410E1
7.552541058E1,6.387870093E1
7.562792625E1,6.428463871E1
7.572965237E1,6.183794745E1
7.583611650E1,6.369524523E1
7.594265204E1,6.565527752E1
7.604504267E1,6.511049015E1
7.614678996E1,6.197801884E1
7.625329371E1,6.097017331E1
7.635834892E1,6.122293107E1
7.646210863E1,6.286433021E1
7.656391437E1,6.226647086E1
7.667041158E1,6.278483757E1
7.677690350E1,6.360187878E1
7.687923875E1,6.347863272E1
7.698084683E1,6.417115048E1
7.708731325E1,6.373381763E1
7.719004613E1,6.462985553E1
7.729633713E1,6.474100902E1
7.739792821E1,6.459712359E1
7.750450646E1,6.534932490E1
7.761100450E1,6.422048402E1
7.771347479E1,6.350208879E1
7.781570729E1,6.329147135E1
7.792209975E1,6.424105983E1
7.802830271E1,6.422887663E1
7.813049546E1,6.421405684E1
7.823217896E1,6.481903272E1
7.833866058E1,6.276771277E1
7.844290300E1,6.317973123E1
7.854759700E1,6.177704974E1
7.864929175E1,6.215249252E1
7.875575679E1,6.219654132E1
7.886223671E1,6.323945828E1
7.896471900E1,6.374041405E1
7.906619487E1,6.338083838E1
7.917106483E1,6.292940157E1
7.927458142E1,6.131069151E1
7.937985854E1,6.117300305E1
7.948390575E1,6.353046223E1
7.958777592E1,6.463633511E1
7.969121596E1,6.233854319E1
7.979701121E1,6.323079281E1
7.990094737E1,6.304171319E1
8.000744796E1,6.366211806E1
8.011401262E1,6.448758547E1
8.021607829E1,6.473816225E1
8.031776550E1,6.320341089E1
8.042432675E1,6.173215619E1
8.052783942E1,6.309444614E1
8.063310142E1,6.166652191E1
8.073735867E1,6.215506463E1
8.084196700E1,6.290033693E1
8.094816150E1,6.318795255E1
8.105020542E1,6.306265625E1
8.115186187E1,6.325788824E1
8.125453050E1,6.134415496E1
8.135859179E1,6.070734513E1
8.146505017E1,6.281731765E1
8.156735737E1,6.390042500E1
8.166908550E1,6.434659172E1
8.177172967E1,6.077030730E1
8.187824954E1,6.293179598E1
8.198442492E1,6.334603487E1
8.208619704E1,5.991431659E1
8.219167217E1,6.267125843E1
8.229824608E1,6.238965879E1
8.240149842E1,6.137572307E1
8.250328896E1,6.074860517E1
8.260537138E1,6.387673049E1
8.270912162E1,6.357791362E1
8.281561246E1,6.169079910E1
8.291872658E1,6.131704218E1
8.302038629E1,6.197400123E1
8.312136904E1,6.034954165E1
8.322814987E1,6.366833914E1
8.333386037E1,5.904302939E1
8.343587637E1,6.231050961E1
8.353749775E1,6.230080536E1
8.364398700E1,6.038532937E1
8.375053146E1,5.886087013E1
8.385302450E1,6.061018716E1
8.395458146E1,5.656190113E1
8.406104804E1,5.896689489E1
8.416750608E1,6.030415250E1
8.427008333E1,6.338700961E1
8.437163900E1,6.163606268E1
8.447596842E1,6.483670367E1
8.457976429E1,6.101213915E1
8.468513537E1,6.126615653E1
8.478733000E1,6.605391675E1
8.488886329E1,6.732258691E1
8.499002167E1,6.875290762E1
8.509650592E1,6.709262871E1
8.520261317E1,6.671329494E1
8.530448004E1,6.653536637E1
8.540613179E1,6.360889450E1
8.551095317E1,6.340526594E1
8.561748333E1,6.269032941E1
8.572156625E1,6.226794370E1
8.582313917E1,6.801730421E1
8.592967325E1,6.627297842E1
8.603605437E1,6.454914730E1
8.613857300E1,6.505864268E1
8.624014608E1,6.433711007E1
8.634306421E1,6.248687343E1
8.644958612E1,6.388655367E1
8.655561562E1,6.323667016E1
8.665716071E1,6.171431871E1
8.676358508E1,5.945824105E1
8.686786579E1,6.058790992E1
8.697083725E1,5.935479129E1
8.707276392E1,6.187597601E1
8.717455258E1,6.179174280E1
8.728111733E1,6.342937983E1
8.738769350E1,6.384626953E1
8.748992012E1,6.404944853E1
8.759148042E1,6.828974624E1
8.769797921E1,6.528530540E1
8.780452387E1,6.767950925E1
8.790688625E1,6.759994070E1
8.800856125E1,6.562305003E1
8.811513100E1,6.087645746E1
8.822183383E1,5.890381436E1
8.832394375E1,6.114242536E1
8.842555237E1,6.147011737E1
8.853201896E1,5.955936941E1
8.863313979E1,6.868884469E1
8.873903483E1,6.880302634E1
8.884107154E1,6.274942380E1
8.894269338E1,6.077101822E1
8.904916912E1,6.431330666E1
8.915569675E1,6.690930963E1
8.925813817E1,6.624224151E1
8.935977846E1,6.458049405E1
8.946627675E1,6.628052864E1
8.957277346E1,6.560929513E1
8.967524667E1,6.564936809E1
8.977677279E1,6.572707573E1
8.988311679E1,6.560266196E1
8.998837354E1,6.586245084E1
9.009030250E1,6.402741591E1
9.019237433E1,6.495592244E1
9.029399387E1,6.339359577E1
9.040051933E1,6.605895417E1
9.050699988E1,6.453541012E1
9.060949550E1,6.592331941E1
9.071104075E1,6.535281664E1
9.081749167E1,6.808734146E1
