"Time (s)","Sound pressure level (dB)"
2.938537142E2,6.738045119E1
2.939554311E2,6.484402670E1
2.940619816E2,6.594145076E1
2.941684694E2,6.463808236E1
2.942708034E2,6.799096431E1
2.943725380E2,6.772921452E1
2.944758622E2,6.087386322E1
2.945823494E2,6.314281317E1
2.946860089E2,6.539233108E1
2.947881478E2,6.691036632E1
2.948904514E2,6.726578454E1
2.949969502E2,6.390089821E1
2.951031164E2,6.409388384E1
2.952051480E2,6.520732971E1
2.953068152E2,6.874835251E1
2.954133506E2,6.882045869E1
2.955198802E2,6.725731867E1
2.956222415E2,6.462299268E1
2.957238667E2,6.352832455E1
2.958291755E2,6.543654914E1
2.959310292E2,6.537243106E1
2.960373449E2,6.561146932E1
2.961394040E2,7.235965271E1
2.962411152E2,6.879512901E1
2.963463600E2,6.383970365E1
2.964483945E2,6.558260427E1
2.965545484E2,6.516212262E1
2.966565602E2,7.027564075E1
2.967582658E2,7.282333113E1
2.968647594E2,6.788925990E1
2.969711927E2,6.625213493E1
2.970736437E2,6.628913632E1
2.971753337E2,6.708966057E1
2.972818294E2,6.728254716E1
2.973883353E2,6.752104720E1
2.974908382E2,6.837444993E1
2.975924555E2,6.695513339E1
2.976989818E2,6.382269355E1
2.978055383E2,6.451204433E1
2.979079070E2,6.301305279E1
2.980095660E2,6.429732071E1
2.981159686E2,6.208915789E1
2.982224509E2,6.116303939E1
2.983250056E2,6.172802536E1
2.984313187E2,6.416057414E1
2.985358097E2,6.506644554E1
2.986400039E2,6.319410129E1
2.987420467E2,6.448064306E1
2.988436980E2,6.391494276E1
2.989501831E2,6.288651779E1
2.990567043E2,6.291395558E1
2.991591336E2,6.193526909E1
2.992607820E2,6.173334582E1
2.993672670E2,6.057605265E1
2.994693551E2,6.093826394E1
2.995742952E2,6.133408720E1
2.996763350E2,6.524077190E1
2.997780014E2,6.237319509E1
2.998802385E2,6.276292782E1
2.999866559E2,6.484094327E1
3.000933611E2,6.349658578E1
3.001950810E2,6.544899459E1
3.003016449E2,6.306708535E1
3.004076810E2,6.452593198E1
3.005104926E2,6.490999512E1
3.006121823E2,6.235027569E1
3.007187767E2,6.345296585E1
3.008252240E2,6.656469276E1
3.009275432E2,7.084725643E1
3.010292903E2,6.875899728E1
3.011358406E2,6.558664585E1
3.012422895E2,6.978470165E1
3.013446803E2,6.369937480E1
3.014463283E2,6.429864625E1
3.015526912E2,6.299588809E1
3.016591330E2,7.072924027E1
3.017617202E2,6.494759889E1
3.018634700E2,6.122278171E1
3.019693634E2,6.562011836E1
3.020758470E2,6.236418745E1
3.021788792E2,6.730604912E1
3.022805771E2,6.613016874E1
3.023859699E2,6.375329347E1
3.024923745E2,6.300316988E1
3.025940393E2,6.357775362E1
3.026960263E2,6.888286641E1
3.027977209E2,6.906239238E1
3.029042609E2,6.441036690E1
3.030107664E2,6.435806743E1
3.031130927E2,6.680549352E1
3.032148182E2,6.603614798E1
3.033191634E2,6.551215609E1
3.034224944E2,6.222851708E1
3.035282888E2,6.382229141E1
3.036325221E2,6.411572866E1
3.037390138E2,6.409825750E1
3.038448372E2,6.236202760E1
3.039472096E2,6.583194129E1
3.040489630E2,6.909260585E1
3.041536692E2,6.809975116E1
3.042603900E2,6.566454827E1
3.043654948E2,7.189462804E1
3.044684093E2,6.704567893E1
3.045736948E2,6.727332430E1
3.046794505E2,6.598722666E1
3.047814478E2,6.818625835E1
3.048831452E2,6.699744349E1
3.049896670E2,6.672376843E1
3.050961362E2,6.770187459E1
3.051985481E2,6.903434915E1
3.053002868E2,6.701077104E1
3.054068455E2,6.668136484E1
3.055125209E2,6.540016580E1
3.056156623E2,6.610074424E1
3.057199305E2,6.553515616E1
3.058264700E2,6.766393653E1
3.059307534E2,6.911712300E1
3.060327843E2,6.658312108E1
3.061344132E2,6.789553360E1
3.062371499E2,6.498602250E1
3.063394772E2,6.552314825E1
3.064459487E2,6.291753068E1
3.065500345E2,6.738000671E1
3.066516132E2,6.783547818E1
3.067543976E2,6.569870586E1
3.068608785E2,6.474476512E1
3.069652234E2,6.442974077E1
3.070673318E2,6.604464570E1
3.071690304E2,6.302781000E1
3.072716767E2,6.584375306E1
3.073781847E2,6.364603884E1
3.074844610E2,6.888677142E1
3.075861705E2,7.107458402E1
3.076927656E2,7.063438747E1
3.077993052E2,7.173760232E1
3.079016003E2,6.984748790E1
3.080032201E2,6.764572348E1
3.081098106E2,6.773189587E1
3.082164222E2,6.541216177E1
3.083186590E2,6.782903345E1
3.084203207E2,6.572950845E1
3.085268305E2,6.542380703E1
3.086293013E2,6.779142780E1
3.087338284E2,6.512218041E1
3.088358922E2,6.767726445E1
3.089375137E2,6.797317130E1
3.090440722E2,6.542854902E1
3.091485191E2,6.647345203E1
3.092510807E2,7.125873115E1
3.093552572E2,7.024467846E1
3.094578253E2,6.650624281E1
3.095643250E2,6.552604335E1
3.096683095E2,6.619955374E1
3.097703395E2,6.789977452E1
3.098720205E2,6.845895327E1
3.099785138E2,6.769593400E1
3.100849373E2,6.556776860E1
3.101874875E2,6.535062334E1
3.102892227E2,6.612833656E1
3.103956412E2,6.468410030E1
3.105021479E2,6.359136307E1
3.106047012E2,6.530205329E1
3.107063885E2,6.464081587E1
3.108128440E2,6.673297487E1
3.109193885E2,6.610402089E1
3.110217542E2,6.645693703E1
3.111234836E2,6.607435248E1
3.112243706E2,6.349396357E1
3.113298609E2,6.537684468E1
3.114362926E2,6.678383618E1
3.115371885E2,6.385887135E1
3.116391065E2,6.545899648E1
3.117409264E2,6.356516830E1
3.118468876E2,6.296695744E1
3.119532912E2,6.502711474E1
3.120562792E2,6.097873147E1
3.121580620E2,6.402405663E1
3.122645718E2,6.475362062E1
3.123661038E2,6.566403608E1
3.124716078E2,6.434849943E1
3.125735378E2,6.177294724E1
3.126752109E2,6.438192022E1
3.127817513E2,6.438280778E1
3.128871810E2,6.416673410E1
3.129907133E2,6.375027728E1
3.130923230E2,6.466424618E1
3.131988547E2,6.345701816E1
3.133004348E2,6.421833755E1
3.134058088E2,6.339393039E1
3.135079536E2,6.582455793E1
3.136096362E2,6.338035046E1
3.137162005E2,6.402187981E1
3.138226343E2,6.326639099E1
3.139250152E2,6.256424398E1
3.140294193E2,6.338994272E1
3.141358877E2,6.263022269E1
3.142421097E2,6.490003418E1
3.143479157E2,6.407635658E1
3.144545146E2,6.575103477E1
3.145590505E2,6.402452509E1
3.146607273E2,6.471657860E1
3.147672485E2,6.226979339E1
3.148737034E2,6.269103677E1
3.149761295E2,6.173814141E1
3.150778434E2,6.163483932E1
3.151846099E2,6.175010970E1
3.152911260E2,6.069990079E1
3.153933082E2,6.112215040E1
3.154949389E2,6.494605609E1
3.156014170E2,6.644634506E1
3.157079133E2,6.616733381E1
3.158103889E2,6.389812330E1
3.159120398E2,6.444843160E1
3.160185817E2,6.601320871E1
3.161251512E2,6.726536666E1
3.162275739E2,6.943833974E1
3.163291159E2,6.622674369E1
3.164326329E2,6.644794126E1
3.165389834E2,6.348270521E1
3.166447321E2,6.453711090E1
3.167464000E2,6.392225822E1
3.168525402E2,6.073957077E1
3.169590098E2,6.041465774E1
3.170618276E2,6.322106760E1
3.171636168E2,6.543400961E1
3.172655690E2,6.426587023E1
3.173720000E2,6.174057112E1
3.174770143E2,6.745127926E1
3.175791207E2,6.756855581E1
3.176807662E2,6.780534739E1
3.177826522E2,6.518093317E1
3.178891055E2,6.694045173E1
3.179942966E2,6.786331103E1
3.180963165E2,6.353468373E1
3.181980131E2,6.306332328E1
3.183044688E2,6.326837030E1
3.184092138E2,6.468896850E1
3.185115235E2,6.271084012E1
3.186135010E2,6.129821911E1
3.187153170E2,6.254753594E1
3.188218694E2,6.426347145E1
3.189283659E2,6.217900287E1
3.190347284E2,6.516878806E1
3.191394759E2,6.099465542E1
3.192456617E2,6.019773041E1
3.193475667E2,6.274177229E1
3.194492335E2,6.189339928E1
3.195557324E2,6.196187089E1
3.196593890E2,6.282903546E1
3.197627743E2,6.659594569E1
3.198647939E2,6.498692592E1
3.199663999E2,6.472072818E1
3.200723723E2,6.549264349E1
3.201744988E2,6.498812133E1
3.202799764E2,6.547302966E1
3.203820144E2,6.281081035E1
3.204836601E2,6.370052186E1
3.205894907E2,6.509616499E1
3.206960464E2,6.373369876E1
3.207991483E2,6.503733152E1
3.209007463E2,6.639977014E1
3.210058553E2,6.568887516E1
3.211123693E2,6.446506562E1
3.212162521E2,6.290446472E1
3.213178752E2,6.455560138E1
3.214202217E2,6.456984663E1
3.215266733E2,6.507533322E1
3.216313204E2,6.569930194E1
3.217333599E2,6.604669690E1
3.218350272E2,6.480002985E1
3.219391158E2,6.491990296E1
3.220448525E2,6.529859241E1
3.221485326E2,6.094506237E1
3.222505885E2,6.733187084E1
3.223563572E2,6.531034515E1
3.224596547E2,6.470769324E1
3.225656165E2,6.358643272E1
3.226676942E2,6.417526419E1
3.227693224E2,6.362433692E1
3.228758248E2,6.530513586E1
3.229822677E2,6.342560302E1
3.230847211E2,6.215020133E1
3.231863445E2,6.256946292E1
3.232925860E2,6.428500268E1
3.233990850E2,6.403612380E1
3.235018829E2,6.291187205E1
3.236035062E2,6.288277329E1
3.237100615E2,6.458374756E1
3.238165163E2,6.660717031E1
3.239189723E2,6.717227860E1
3.240206099E2,6.799000708E1
3.241271619E2,6.615669694E1
3.242336535E2,6.567619953E1
3.243360310E2,6.604702310E1
3.244376760E2,6.331904395E1
3.245441228E2,6.302586231E1
3.246458923E2,6.271409811E1
3.247511691E2,6.377541494E1
3.248532047E2,6.246653899E1
3.249548593E2,6.305561147E1
3.250612895E2,6.342254713E1
3.251677304E2,6.436302684E1
3.252702128E2,6.135253993E1
3.253720251E2,6.605608029E1
3.254774848E2,6.670738801E1
3.255839647E2,6.344365302E1
3.256873556E2,6.529518568E1
3.257890940E2,6.565449077E1
3.258938285E2,6.398653357E1
3.260003013E2,6.590570094E1
3.261044729E2,6.699250963E1
3.262060084E2,6.340226164E1
3.263119651E2,6.416874859E1
3.264185378E2,6.401158683E1
3.265215647E2,6.572254058E1
3.266232982E2,6.430156829E1
3.267297857E2,6.528271397E1
3.268362517E2,6.329506498E1
3.269386787E2,6.309170208E1
3.270403378E2,6.218793377E1
3.271468572E2,6.645793696E1
3.272533535E2,6.406610845E1
3.273557670E2,6.800403828E1
3.274600611E2,6.445209504E1
3.275645977E2,6.641865469E1
3.276708687E2,6.875402384E1
3.277730105E2,6.671886547E1
3.278752662E2,6.800740521E1
3.279812597E2,6.599891306E1
3.280879222E2,6.435322889E1
3.281910051E2,6.243401976E1
3.282976752E2,6.006807286E1
3.284025002E2,6.524490197E1
3.285050172E2,6.752842258E1
3.286081379E2,6.373393514E1
3.287146890E2,6.474373767E1
3.288212322E2,6.365185036E1
3.289240665E2,6.518683909E1
3.290257108E2,6.682550276E1
3.291322218E2,6.738581057E1
3.292387497E2,7.050268529E1
3.293410832E2,6.863616390E1
3.294428395E2,6.456272945E1
3.295492870E2,6.401786165E1
3.296557435E2,6.681519585E1
3.297582465E2,7.000160544E1
3.298598831E2,6.671320282E1
3.299663043E2,6.626152151E1
3.300727355E2,7.033657432E1
3.301753717E2,6.980868350E1
3.302770028E2,6.694153068E1
3.303835443E2,6.281704418E1
3.304900370E2,6.366695780E1
3.305925228E2,6.372220739E1
3.306940922E2,6.364738361E1
3.308006356E2,6.965835616E1
3.309071990E2,6.917337645E1
3.310106821E2,6.562646952E1
3.311172278E2,6.676745442E1
3.312207070E2,6.501123812E1
3.313245765E2,6.820898870E1
3.314266940E2,6.695678012E1
3.315282703E2,6.488715302E1
3.316350199E2,6.482964298E1
3.317414426E2,6.454680263E1
3.318450059E2,6.575876789E1
3.319514673E2,6.511621483E1
3.320579202E2,6.616295721E1
3.321608534E2,6.700102778E1
3.322626068E2,6.570810056E1
3.323668884E2,6.412121837E1
3.324700742E2,6.505316444E1
3.325759898E2,6.633931279E1
3.326792512E2,6.443281911E1
3.327858427E2,6.645665386E1
3.328923677E2,6.663111507E1
3.329950124E2,6.752393322E1
3.330966821E2,6.507982066E1
3.332032535E2,6.303024101E1
3.333097248E2,6.350845743E1
3.334121484E2,6.555941110E1
3.335138425E2,6.391620896E1
3.336204688E2,6.436009834E1
3.337269643E2,6.570283116E1
3.338302693E2,6.495112290E1
3.339316515E2,6.510382560E1
3.340347058E2,6.401165693E1
3.341411791E2,6.307231329E1
3.342463712E2,6.363195164E1
3.343480360E2,6.554894036E1
3.344544641E2,6.531143033E1
3.345609925E2,6.393843244E1
3.346634765E2,6.258583351E1
3.347651412E2,6.277867990E1
3.348716303E2,6.247175442E1
3.349780818E2,6.367921419E1
3.350805338E2,6.425217878E1
3.351822792E2,6.793201732E1
3.352887652E2,6.684058569E1
3.353952583E2,6.743632438E1
3.354977327E2,6.641528748E1
3.356000664E2,6.479842457E1
3.357062041E2,6.489583326E1
3.358127565E2,6.376442982E1
3.359158511E2,6.340377084E1
3.360223324E2,6.318622470E1
3.361238810E2,6.210594290E1
3.362298313E2,6.418172651E1
3.363318633E2,6.119205644E1
3.364335270E2,6.170261909E1
3.365399403E2,6.177938331E1
3.366463959E2,6.290917918E1
3.367491206E2,6.360989768E1
3.368513455E2,6.436380898E1
3.369578393E2,6.546978070E1
3.370640731E2,6.741857361E1
3.371661412E2,6.774698682E1
3.372704289E2,6.618304930E1
3.373721832E2,6.792995419E1
3.374785947E2,6.724089457E1
3.375813275E2,6.449462431E1
3.376833757E2,6.313712895E1
3.377876450E2,6.153643958E1
3.378941762E2,6.560378134E1
3.379983743E2,6.895157847E1
3.381005432E2,7.027375692E1
3.382028519E2,7.168946721E1
3.383048897E2,7.011893553E1
3.384113766E2,6.774801482E1
3.385176536E2,7.002907099E1
3.386199072E2,6.856732378E1
3.387264475E2,6.641342569E1
3.388326761E2,7.012781295E1
3.389347120E2,6.588433979E1
3.390362515E2,6.556650417E1
3.391426862E2,6.646145508E1
3.392491840E2,6.704710944E1
3.393518370E2,6.700975037E1
3.394535458E2,6.508073175E1
3.395600966E2,6.527116546E1
3.396665890E2,6.461105429E1
3.397689906E2,6.675184261E1
3.398707950E2,6.727578065E1
3.399772460E2,6.577875174E1
3.400837705E2,6.558872437E1
3.401861188E2,6.655292241E1
3.402877732E2,6.565288222E1
3.403897990E2,6.483472171E1
3.404948696E2,6.760638515E1
3.406012772E2,6.782243425E1
3.407033756E2,6.630318455E1
3.408049460E2,6.549118271E1
3.409112342E2,6.364382537E1
3.410176567E2,6.766620549E1
3.411204822E2,6.394314096E1
3.412219710E2,6.354143494E1
3.413277275E2,6.330741314E1
3.414335764E2,6.224694026E1
3.415385089E2,6.395874277E1
3.416399613E2,6.425105051E1
3.417464191E2,6.573572230E1
3.418526485E2,6.463695057E1
3.419547003E2,6.518686922E1
3.420563980E2,6.350653702E1
3.421628784E2,6.377047219E1
3.422692687E2,6.581896865E1
3.423718364E2,6.410131155E1
3.424734805E2,6.654467522E1
3.425800351E2,6.381681598E1
3.426865779E2,6.322268657E1
3.427890027E2,6.366112841E1
3.428906637E2,6.375102576E1
3.429971957E2,6.438582773E1
3.430988815E2,6.396358911E1
3.432042392E2,6.112921937E1
3.433062523E2,6.410442901E1
3.434079382E2,6.511253191E1
3.435117358E2,6.578800572E1
3.436155639E2,6.627696826E1
3.437214808E2,6.382606883E1
3.438235098E2,6.269388953E1
3.439251936E2,6.258484962E1
3.440316444E2,6.471010161E1
3.441373722E2,6.714139528E1
3.442406570E2,6.568597595E1
3.443423265E2,6.596684353E1
3.444487727E2,6.488752001E1
3.445553040E2,6.610012698E1
3.446577719E2,6.638675497E1
3.447595269E2,6.468435249E1
3.448660556E2,6.280935491E1
3.449692727E2,6.154687219E1
3.450729075E2,6.196948209E1
3.451750265E2,6.096245072E1
3.452767920E2,6.115305809E1
3.453787962E2,6.342242945E1
3.454841473E2,6.305400789E1
3.455903122E2,6.509806993E1
3.456938222E2,6.200692089E1
3.458000167E2,6.257711384E1
3.459065280E2,6.228613465E1
3.460093850E2,6.376056427E1
3.461109992E2,6.330034177E1
3.462174650E2,6.360736494E1
3.463238759E2,6.399947920E1
3.464264364E2,6.268463109E1
3.465281233E2,6.379534365E1
3.466345985E2,6.269703057E1
3.467413969E2,6.349897007E1
3.468436478E2,6.498073764E1
3.469452328E2,6.349653873E1
3.470516778E2,6.350906208E1
3.471534936E2,6.287322432E1
3.472588038E2,6.086048839E1
3.473609228E2,6.272844720E1
3.474624868E2,6.433894439E1
3.475690277E2,6.257123117E1
3.476755741E2,6.435134896E1
3.477780514E2,6.520915765E1
3.478796268E2,6.300739721E1
3.479861707E2,6.430945424E1
3.480926952E2,6.623862819E1
3.481951852E2,6.598938243E1
3.482994536E2,6.377104374E1
3.484059952E2,6.244550403E1
3.485121900E2,6.366039489E1
3.486138218E2,5.994104158E1
3.487202736E2,6.167518678E1
3.488268422E2,6.428838022E1
3.489292317E2,6.373687128E1
3.490347662E2,6.262883113E1
3.491387162E2,6.201887383E1
3.492443660E2,6.522897955E1
3.493463622E2,6.615930039E1
3.494480622E2,6.567371085E1
3.495545382E2,6.498252516E1
3.496610506E2,6.383383070E1
3.497634865E2,6.318675532E1
3.498652293E2,6.549516170E1
3.499717066E2,6.316140264E1
3.500781920E2,6.269945168E1
3.501806052E2,6.037779401E1
3.502824079E2,6.282082209E1
3.503888910E2,6.377670419E1
3.504954246E2,6.100298367E1
3.505978012E2,6.125873703E1
3.507019979E2,6.433793632E1
3.508085559E2,6.403868335E1
3.509129442E2,6.035017436E1
3.510148659E2,6.334273700E1
3.511165192E2,6.288734814E1
3.512192445E2,6.366672220E1
3.513257798E2,5.994173967E1
3.514299621E2,6.125543545E1
3.515320429E2,6.382788975E1
3.516336195E2,6.496916566E1
3.517364406E2,6.565258273E1
3.518429801E2,6.389007663E1
3.519491850E2,6.386874159E1
3.520508029E2,6.301865596E1
3.521573016E2,6.460039743E1
3.522637627E2,6.498359149E1
3.523662714E2,6.518548833E1
3.524679678E2,6.312740149E1
3.525744497E2,6.421851345E1
3.526811011E2,6.494048841E1
3.527833469E2,6.600553162E1
3.528851647E2,6.503751117E1
3.529917640E2,6.583016623E1
3.530982999E2,6.376410882E1
3.532005359E2,6.663714693E1
3.533023205E2,6.793418502E1
3.534076864E2,6.772905788E1
3.535141577E2,6.358441847E1
3.536158818E2,6.507253949E1
3.537177548E2,7.261941597E1
3.538195705E2,7.403581767E1
3.539260770E2,7.231483298E1
3.540325994E2,6.502032611E1
3.541348262E2,7.320021571E1
3.542364832E2,7.191619510E1
3.543428822E2,6.852612820E1
3.544444045E2,6.810474818E1
3.545499391E2,7.089398343E1
3.546521623E2,7.672218024E1
3.547543597E2,7.720314369E1
3.548608790E2,7.578438981E1
3.549670290E2,7.493927145E1
3.550691782E2,7.521856893E1
3.551707558E2,7.019010056E1
3.552773410E2,6.470246140E1
3.553838270E2,6.848866466E1
3.554862650E2,6.486910298E1
3.555880240E2,6.291272117E1
3.556941599E2,6.751564461E1
3.558007078E2,6.643882141E1
3.559033542E2,6.257686193E1
3.560050021E2,6.376185262E1
3.561117730E2,6.950278271E1
3.562159247E2,6.762809993E1
3.563216410E2,6.348573347E1
3.564258793E2,6.603059360E1
3.565316868E2,6.804705926E1
3.566374688E2,6.503120222E1
3.567391295E2,6.563446034E1
3.568456450E2,6.541148640E1
3.569522312E2,6.717308213E1
3.570555628E2,6.167007992E1
3.571623302E2,6.296209577E1
3.572687898E2,6.509791161E1
3.573714723E2,6.692231194E1
3.574732417E2,6.604800832E1
3.575797252E2,6.549799304E1
3.576861520E2,6.528223012E1
3.577887290E2,6.279332211E1
3.578903394E2,6.373573467E1
3.579969367E2,6.737643335E1
3.581035615E2,6.845597151E1
3.582057684E2,6.651794170E1
3.583074655E2,6.763021306E1
3.584092993E2,6.746253530E1
3.585158111E2,6.566270478E1
3.586222705E2,6.758175314E1
3.587244751E2,6.652134298E1
3.588253559E2,6.833568953E1
3.589318170E2,6.517125312E1
3.590379710E2,6.489075335E1
3.591400938E2,6.908157473E1
3.592417212E2,6.614758408E1
3.593482507E2,6.563500840E1
3.594546841E2,6.796625751E1
3.595572308E2,6.688968920E1
3.596588322E2,6.616179182E1
3.597618580E2,6.657591725E1
3.598650516E2,6.402657644E1
3.599715842E2,6.664210357E1
3.600743493E2,6.436750814E1
3.601760217E2,6.477947736E1
3.602816808E2,7.024066398E1
3.603881230E2,6.616587927E1
3.604914734E2,6.531465305E1
3.605931368E2,6.990077504E1
3.606996720E2,6.400458919E1
3.608064027E2,6.526583777E1
3.609086789E2,6.640076887E1
3.610102688E2,6.899495881E1
3.611168173E2,6.799830710E1
3.612234040E2,6.698782542E1
3.613256430E2,6.336810247E1
3.614273390E2,6.530110608E1
3.615321149E2,6.291463820E1
3.616340988E2,5.988871315E1
3.617404915E2,6.029253787E1
3.618428932E2,6.245014715E1
3.619445023E2,6.247981843E1
3.620507273E2,6.275583760E1
3.621572688E2,6.346754567E1
3.622610361E2,6.465615921E1
3.623675649E2,6.339559878E1
3.624693727E2,6.570521134E1
3.625750445E2,6.527496710E1
3.626770560E2,6.597981049E1
3.627787337E2,6.769705004E1
3.628852835E2,6.403043815E1
3.629917749E2,6.623242641E1
3.630942257E2,6.404290435E1
3.631958472E2,6.574894472E1
3.632994889E2,6.655355711E1
3.634026013E2,6.387736103E1
3.635090883E2,6.370472293E1
3.636114696E2,6.489718540E1
3.637182002E2,6.193282411E1
3.638226945E2,6.396758403E1
3.639284320E2,6.381476693E1
3.640346968E2,6.344508147E1
3.641372172E2,6.456140283E1
3.642434015E2,6.913427621E1
3.643455217E2,6.561690843E1
3.644470843E2,6.269760238E1
3.645535550E2,6.342180567E1
3.646600036E2,6.530987493E1
3.647626503E2,6.448142766E1
3.648642005E2,6.519351586E1
3.649659337E2,6.300314852E1
3.650717247E2,6.593326234E1
3.651776925E2,6.394304970E1
3.652811355E2,6.317619820E1
3.653860389E2,6.342693868E1
3.654925667E2,6.152283140E1
3.655969367E2,6.456892576E1
3.656991174E2,6.311591827E1
3.658057314E2,6.381883481E1
3.659119832E2,6.304421048E1
3.660140191E2,6.329417828E1
3.661157449E2,6.175575265E1
3.662222968E2,6.357520532E1
3.663288530E2,6.723415835E1
3.664311113E2,6.478468299E1
3.665329242E2,6.246525591E1
3.666394010E2,6.500840875E1
3.667438125E2,6.397198898E1
3.668483064E2,6.194401002E1
3.669499375E2,6.312605944E1
3.670563595E2,6.375853557E1
3.671629490E2,6.561554707E1
3.672653723E2,6.481305664E1
3.673670933E2,6.512733311E1
3.674736015E2,6.748864830E1
3.675800715E2,6.308663356E1
3.676825233E2,6.466498449E1
3.677842264E2,6.292091774E1
3.678907368E2,6.350265117E1
3.679972678E2,6.064583011E1
3.680997813E2,6.177403023E1
3.682013645E2,6.113918702E1
3.683033271E2,6.228157450E1
3.684097612E2,6.097992653E1
3.685149088E2,6.298760978E1
3.686170409E2,6.262990182E1
3.687186313E2,6.263162921E1
3.688252030E2,6.414000893E1
3.689317330E2,6.613447567E1
3.690341920E2,6.458440242E1
3.691357647E2,6.480470283E1
3.692422920E2,6.598567609E1
3.693488298E2,6.607940535E1
3.694512903E2,6.560214916E1
3.695528668E2,6.672918383E1
3.696576598E2,6.578124214E1
3.697641850E2,6.559314640E1
3.698685067E2,6.466012662E1
3.699707301E2,6.563485194E1
3.700759427E2,6.519297772E1
3.701824260E2,6.492164607E1
3.702856001E2,6.721572744E1
3.703871745E2,6.893782755E1
3.704937570E2,6.741545345E1
3.706002938E2,6.972208747E1
3.707027366E2,6.925721897E1
3.708043055E2,7.072712153E1
3.709076739E2,6.780826908E1
3.710117496E2,6.687734344E1
3.711178503E2,6.978921695E1
3.712199756E2,6.678672463E1
3.713215228E2,6.489996431E1
3.714223812E2,6.425603089E1
3.715288430E2,6.461565272E1
3.716350343E2,6.480345881E1
3.717371913E2,6.473223339E1
3.718387897E2,6.498739810E1
3.719451953E2,6.557076319E1
3.720516576E2,6.883989422E1
3.721543584E2,6.748040964E1
3.722559520E2,6.537541994E1
3.723623867E2,6.410185018E1
3.724688897E2,6.396203132E1
3.725715047E2,6.409224886E1
3.726730984E2,6.327800847E1
3.727795657E2,6.298705073E1
3.728860490E2,6.271764807E1
3.729886540E2,6.169054033E1
3.730902280E2,6.422225420E1
3.731967532E2,6.265428252E1
3.732985863E2,6.302335435E1
3.734047879E2,6.582836250E1
3.735073653E2,6.352640844E1
3.736138227E2,6.373444445E1
3.737159789E2,6.890666398E1
3.738208959E2,7.038428773E1
3.739229442E2,7.379209505E1
3.740245805E2,6.648263351E1
3.741310444E2,6.433453599E1
3.742319912E2,6.837200660E1
3.743381232E2,6.671871669E1
3.744401650E2,7.001351288E1
3.745418546E2,6.851605638E1
3.746482473E2,6.661373523E1
3.747506132E2,6.716898782E1
3.748553978E2,6.517642617E1
3.749573629E2,6.485444346E1
3.750591030E2,6.741589065E1
3.751625566E2,6.543893824E1
3.752690435E2,6.514728898E1
3.753744741E2,6.545239697E1
3.754761284E2,6.536376729E1
3.755795314E2,6.364251766E1
3.756860622E2,6.597984760E1
3.757915510E2,6.671704533E1
3.758938468E2,6.311873555E1
3.759980142E2,6.780690618E1
3.761045712E2,6.848583199E1
3.762086316E2,6.294216005E1
3.763101960E2,6.907517470E1
3.764167138E2,7.010829938E1
3.765183464E2,6.907036350E1
3.766238202E2,6.642822143E1
3.767259645E2,6.717557305E1
3.768275449E2,6.592712199E1
3.769340153E2,6.376724840E1
3.770397876E2,6.331292724E1
3.771428715E2,6.238001328E1
3.772445644E2,6.562083549E1
3.773510134E2,6.645958944E1
3.774575334E2,6.525537981E1
3.775600243E2,6.358000579E1
3.776616643E2,6.522012695E1
3.777681472E2,6.532870528E1
3.778745591E2,6.409628619E1
3.779771042E2,6.888752274E1
3.780813752E2,6.609853715E1
3.781878526E2,6.524218835E1
3.782941050E2,6.728634162E1
3.783957207E2,6.765960988E1
3.784993157E2,6.629985169E1
3.786038293E2,6.829453617E1
3.787092334E2,6.717225873E1
3.788112921E2,6.725978863E1
3.789128978E2,7.243203027E1
3.790194191E2,6.759121755E1
3.791259157E2,6.519516009E1
3.792283153E2,6.443308309E1
3.793299316E2,6.650897384E1
3.794307787E2,6.810977997E1
3.795369409E2,6.470871323E1
3.796434925E2,6.987429271E1
3.797455175E2,6.403544413E1
3.798471287E2,6.533592428E1
3.799536182E2,6.584697640E1
3.800600680E2,6.690654035E1
3.801625726E2,6.279779781E1
3.802642220E2,6.254156095E1
3.803707065E2,6.528702754E1
3.804771498E2,6.610586776E1
3.805797077E2,6.427974667E1
3.806812838E2,6.515483176E1
3.807836142E2,6.372138438E1
3.808901120E2,6.389468752E1
3.809948024E2,6.362835632E1
3.810968997E2,6.286362985E1
3.811984708E2,6.361541289E1
3.813049778E2,6.304437005E1
3.814113962E2,6.580096516E1
3.815139957E2,6.216168923E1
3.816155415E2,6.207872530E1
3.817192419E2,6.234290224E1
3.818224931E2,6.343036794E1
3.819291320E2,6.261002727E1
3.820311570E2,6.161114595E1
3.821326625E2,6.082567366E1
3.822336518E2,6.378055111E1
3.823387440E2,6.386864054E1
3.824425680E2,6.211150054E1
3.825464876E2,6.327996263E1
3.826485248E2,6.159261818E1
3.827501857E2,6.173035624E1
3.828566436E2,6.098837110E1
3.829631392E2,6.075558568E1
3.830656404E2,6.203308433E1
3.831673300E2,6.301696991E1
3.832738334E2,6.393397915E1
3.833803849E2,6.518790224E1
3.834827071E2,6.451338487E1
3.835844592E2,6.536372022E1
3.836911311E2,6.724965472E1
3.837975908E2,6.263795982E1
3.838998644E2,6.264621917E1
3.840016553E2,6.165429138E1
3.841082247E2,6.156802710E1
3.842147936E2,6.314334168E1
3.843169133E2,6.173434674E1
3.844186239E2,6.149702714E1
3.845251438E2,6.247607163E1
3.846316237E2,6.017978642E1
